num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_type,Cluster
1.5418042002636523,1.813857487776979,1.8179320669228511,1.3682645210502271,1.8802489204944433,2.0301031542835357,0.0,0.0,0.0,3.0,1
-0.2827438237192689,-0.684357743338861,-0.6604449967433805,-0.18769221747622725,-0.6778667371234756,-0.6496545033162506,0.0,0.0,0.0,1.0,0
0.08794271413478102,1.813857487776979,1.8179320669228511,0.11025694522032785,1.7097078766532485,0.42224855972366393,0.0,0.0,0.0,3.0,1
-0.4704941480869046,-0.684357743338861,-0.6604449967433805,-0.4028777238681837,-0.6778667371234756,-0.6496545033162506,0.0,0.0,0.0,1.0,0
0.020545161797681042,-0.684357743338861,-0.6604449967433805,0.11025694522032785,0.34537952592369187,-0.6496545033162506,0.0,0.0,0.0,1.0,0
0.039801605322566755,-0.6160693998915032,-0.6604449967433805,0.14887998482914055,-0.10939659098616028,0.42224855972366393,0.0,0.0,0.0,1.0,0
1.4166373173518951,1.813857487776979,1.8179320669228511,1.2910184418326016,1.8802489204944433,2.0301031542835357,0.0,0.0,0.0,3.0,1
0.4153022540578381,1.813857487776979,1.8179320669228511,0.4192412620908294,1.8802489204944433,0.42224855972366393,0.0,0.0,0.0,3.0,1
-0.02759594701453324,-0.6729763527643015,-0.6604449967433805,0.07715148269848839,-0.10939659098616028,-0.6496545033162506,0.0,0.0,0.0,1.0,0
-0.18646160609484036,-0.5819252281678243,-0.5984855701517248,-0.09389340699768212,-0.3367846494410864,-0.6496545033162506,0.0,0.0,0.0,1.0,0
0.006102829154016757,-0.6615949621897418,-0.4745667169684132,0.09922179104638136,0.1179914674687658,0.42224855972366393,0.0,0.0,0.0,1.0,0
0.0638721597286739,-0.6388321810406224,-0.6604449967433805,0.15991513900308701,-0.10939659098616028,2.0301031542835357,0.0,0.0,0.0,1.0,0
0.5019562499198238,-0.6388321810406224,-0.536526143560069,0.6675322310046253,0.00429743824130276,1.4941516227635785,0.0,0.0,0.0,1.0,0
0.0012887182727953298,-0.6388321810406224,-0.6604449967433805,0.08818663687243487,0.23168549669622884,0.42224855972366393,0.0,0.0,0.0,1.0,0
0.6608219090001309,-0.559162447018705,-0.6604449967433805,0.8330595436138226,0.45907355515115494,0.42224855972366393,0.0,0.0,0.0,1.0,2
0.593424356663031,0.4537813141171026,1.1983378010062933,0.6564970768306788,1.8802489204944433,0.42224855972366393,0.0,0.0,0.0,3.0,1
-0.3549554869375903,1.813857487776979,1.8179320669228511,-0.3697722613463442,1.3686257889708593,-0.6496545033162506,0.0,0.0,0.0,3.0,1
-0.2827438237192689,1.284622826059956,1.8179320669228511,-0.2870086050417456,1.1412377305159331,0.42224855972366393,0.0,0.0,0.0,3.0,1
0.059058048847452464,1.2049530920380385,1.570094360556228,0.04404602017664894,1.8802489204944433,-0.6496545033162506,0.0,0.0,0.0,3.0,1
